Selected	Gene Symbol	SPOT	Profile	4	8	16	32	48
	ADAD1	ID_221	1	0.00	-2.63	-3.34	-1.88	-2.98
	ADAL	ID_222	11	0.00	-24.25	-31.74	51.23	-0.62
	ADAM10	ID_223	24	0.00	-171.29	77.07	-464.62	-432.52
	ADAM11	ID_224	1	0.00	-240.46	-230.95	-217.65	-248.39
	ADAM15	ID_225	45	0.00	159.15	118.51	37.88	-29.87
	ADAM17	ID_226	25	0.00	-39.58	33.79	-154.37	60.66
	ADAM19	ID_227	9	0.00	-5.33	-8.82	-61.90	-80.78
	ADAM1A	ID_228	0	0.00	-40.41	-63.04	-71.65	-45.92
	ADAM2	ID_229	2	0.00	-3.79	-2.97	-3.42	-4.55
	ADAM23	ID_230	24	0.00	-77.91	-58.51	-456.95	-319.20
	ADAM28	ID_231	40	0.00	2.27	6.76	0.00	0.00
	ADAM32	ID_232	40	0.00	1.60	4.83	1.82	1.15
	ADAM4	ID_233	44	0.00	12.70	-0.63	-29.65	-38.60
	ADAM4L1	ID_234	44	0.00	8.98	0.15	-6.55	-13.13
	ADAM9	ID_235	15	0.00	-57.77	166.29	-147.42	-113.20
	ADAMDEC1	ID_236	48	0.00	142.74	121.82	59.09	290.03
	ADAMTS1	ID_237	1	0.00	-500.08	-546.15	-457.39	-639.31
	ADAMTS10	ID_238	10	0.00	-147.55	-196.19	-102.30	-14.38
	ADAMTS12	ID_239	2	0.00	-383.69	-360.73	-630.82	-588.87
	ADAMTS14	ID_240	15	0.00	-14.08	11.74	-14.14	-6.81
	ADAMTS15	ID_241	2	0.00	-41.00	-39.47	-47.49	-57.33
	ADAMTS19	ID_242	5	0.00	-5.94	-1.79	-0.80	-0.29
	ADAMTS2	ID_243	2	0.00	-184.54	-125.26	-297.52	-295.76
	ADAMTS3	ID_244	2	0.00	-39.90	-35.31	-67.56	-52.82
	ADAMTS4	ID_245	16	0.00	-21.33	107.40	19.37	22.18
	ADAMTS5	ID_246	0	0.00	-68.42	-75.23	-96.39	-84.93
	ADAMTS7	ID_247	8	0.00	-603.45	-817.02	-769.69	-879.89
	ADAMTS9	ID_248	15	0.00	-67.77	182.09	-71.16	-40.46
	ADAMTSL3	ID_249	48	0.00	4.38	7.91	1.87	8.89
	ADAMTSL4	ID_250	11	0.00	-122.62	-397.35	957.85	108.33
	ADAMTSL5	ID_251	28	0.00	-4.81	4.07	2.19	9.44
	ADAP1	ID_252	15	0.00	-2.70	26.11	-2.38	-5.30
	ADAP2	ID_253	23	0.00	-42.55	-110.56	65.26	114.52
	ADAR	ID_254	12	0.00	-541.27	152.40	-428.71	-56.20
	ADARB1	ID_255	11	0.00	3.90	-49.91	164.34	18.99
	ADAT1	ID_256	21	0.00	-6.44	-17.00	-32.80	3.44
	ADAT2	ID_257	15	0.00	-7.48	1.14	-5.41	-6.60
	ADAT3	ID_258	14	0.00	-16.03	-8.57	10.80	11.39
	ADCK1	ID_259	22	0.00	-14.88	-23.04	3.96	-29.86
	ADCK2	ID_260	41	0.00	24.79	18.22	47.83	75.74
	ADCK3	ID_261	32	0.00	4,586.10	-2,083.90	82.89	5,120.31
	ADCK4	ID_262	18	0.00	-48.42	4.34	17.08	2.86
	ADCK5	ID_263	23	0.00	156.92	-99.95	571.48	404.53
	ADCY1	ID_264	43	0.00	512.63	1,450.78	1,152.96	1,401.41
	ADCY10	ID_265	4	0.00	-191.97	-138.74	204.93	-187.21
	ADCY2	ID_266	1	0.00	-14.09	-13.04	-12.21	-15.56
	ADCY3	ID_267	43	0.00	12.63	30.90	26.99	12.36
	ADCY4	ID_268	6	0.00	-14.46	3.31	25.20	57.68
	ADCY5	ID_269	3	0.00	-70.43	-58.74	-47.03	-34.09
	ADCY6	ID_270	1	0.00	-550.96	-598.74	-270.05	-848.27
	ADCY7	ID_271	15	0.00	-11.65	88.33	-12.74	-5.74
	ADCYAP1	ID_273	40	0.00	0.80	1.59	0.00	0.00
	ADCYAP1R1	ID_274	29	0.00	64.14	183.49	287.67	97.15
	ADD1	ID_275	1	0.00	-533.43	-437.18	-309.15	-642.51
	ADD2	ID_276	8	0.00	-1.95	-13.38	-7.67	-7.35
	ADD3	ID_277	2	0.00	-617.87	-613.95	-778.59	-812.58
	ADGRB2	ID_278	1	0.00	-1.66	-1.96	-0.94	-1.02
	ADGRE1	ID_279	10	0.00	-70.03	-311.12	-171.36	-29.72
	ADGRE5	ID_280	28	0.00	21.99	149.57	-25.76	163.83
	ADGRF3	ID_281	16	0.00	-16.68	17.49	1.32	-5.62
	ADGRF5	ID_282	22	0.00	-237.55	-802.98	-127.17	-956.81
	ADGRG1	ID_283	42	0.00	-9.87	63.26	13.71	35.49
	ADGRG2	ID_284	15	0.00	-151.37	346.17	-165.64	-129.25
	ADGRG5	ID_285	6	0.00	-5.41	-1.65	7.77	25.00
	ADGRG7	ID_286	44	0.00	2.94	-4.91	-11.28	-11.28
	ADGRL1	ID_287	30	0.00	196.43	-78.80	-199.70	74.33
	ADGRL2	ID_288	45	0.00	513.72	141.63	-209.92	98.93
	ADGRL3	ID_289	9	0.00	-12.73	-11.22	-97.15	-104.20
	ADGRL4	ID_290	44	0.00	89.88	21.43	-91.50	-132.89
	ADH1	ID_291	35	0.00	24,078.39	-9,382.65	33,488.21	18,397.32
	ADH4	ID_292	11	0.00	-1,027.22	-1,880.14	1,448.57	-1,138.80
	ADH5	ID_293	11	0.00	-480.74	-1,274.43	1,131.32	322.61
	ADH6	ID_294	1	0.00	-4,026.29	-4,420.21	-1,824.19	-3,041.52
	ADH6A	ID_295	4	0.00	-2.27	-1.31	-0.91	-2.27
	ADH7	ID_296	39	0.00	669.54	74.63	1,257.48	567.95
	ADHFE1	ID_297	20	0.00	272.31	-1,949.10	2,038.49	-240.92
	ADI1	ID_298	23	0.00	695.53	-312.62	1,465.45	1,415.75
	ADIPOR1	ID_299	39	0.00	369.59	179.36	624.68	495.04
	ADIPOR2	ID_300	23	0.00	401.85	-111.08	690.89	1,269.07
	ADK	ID_301	20	0.00	476.10	-1,989.31	1,778.01	-616.94
	ADM	ID_302	28	0.00	2.80	13.36	9.13	25.89
	ADM2	ID_303	15	0.00	-8.49	15.07	-10.02	-3.70
	ADNP	ID_304	9	0.00	101.94	-492.40	-708.26	-865.72
