,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Mthfd1,4176.84982031815,-1.18860637417021,0.180655119513324,-6.57942258914255,4.72278712947823e-11,6.32853475350083e-09
Cfp,1217.58339565491,-1.7453740173042,0.265819005538147,-6.56602417788266,5.1676428932615e-11,6.85741194806778e-09
Rtn4,1364.38015123699,2.87143647503801,0.438964843439354,6.54138142940988,6.09531500762541e-11,7.94844494051122e-09
Spryd7,1623.80241641899,-0.694778916408962,0.10621717996071,-6.54111619858445,6.1061363678203e-11,7.94844494051122e-09
Sparcl1,555.12503964871,2.55910116091537,0.391373895706393,6.5387630319504,6.20297162423131e-11,7.99832227924468e-09
Synpo2,157.432526811945,1.84591401070074,0.282785030312311,6.52762279764984,6.68217190729041e-11,8.53569398400424e-09
Lilrb4,114.458876285069,3.30739561651746,0.507874980795255,6.5122239558613,7.4046207638951e-11,9.37095894452947e-09
Hao2,6950.20247128304,-2.64014017848758,0.405559501576057,-6.50987134619619,7.52151957136328e-11,9.43157151388929e-09
Ctrc,121.206801325371,7.49794466754393,1.15331622542448,6.50120452851889,7.96794114587403e-11,9.8705948857633e-09
Tacc2,556.048886663634,1.07145893178106,0.164832260150967,6.50029873278282,8.01606696166028e-11,9.8705948857633e-09
Glis2,81.6822601915668,1.62590585825799,0.251832287958773,6.45630419926202,1.07290839509824e-10,1.30933142358953e-08
Nrg1,408.660603394635,2.26820076199103,0.351812850750905,6.44717996272681,1.13950454604185e-10,1.37829629515929e-08
Fzd6,193.185340909845,1.38325339541719,0.214858424280824,6.4379760767921,1.21077077414458e-10,1.45165043342176e-08
Appl2,953.68344511872,1.25053451759003,0.195296190699955,6.40327142638076,1.52082471101081e-10,1.80753323044311e-08
Sema3b,16.5707243654277,3.8470467884228,0.601187204049415,6.39908295204931,1.56312909157499e-10,1.8417972779006e-08
Flna,1881.29967695852,1.64378547067258,0.25756233822015,6.38208785504796,1.74689688591471e-10,2.04073390057113e-08
Gucy2c,63.3777871663152,8.2680530967311,1.29766531964567,6.37148344149994,1.87208507272813e-10,2.16844565881764e-08
Akr1c13,9937.34824371468,-1.91439581237955,0.300824511500058,-6.36382920671401,1.96784953373384e-10,2.24330201995121e-08
Cyp4f1,11760.1902538458,-1.59894439085158,0.251260269676944,-6.36369766261657,1.96953645298614e-10,2.24330201995121e-08
Got1,4976.09826700334,-2.90571804763981,0.457220395826063,-6.35518028978132,2.08182307110575e-10,2.3515998128821e-08
Chst9,146.240861465465,1.45318238671377,0.229247346230612,6.33892784630945,2.3136955350445e-10,2.59209758794986e-08
Hacl1,8043.42370955136,-2.35451704177182,0.372019332037973,-6.32901798106418,2.46726361060993e-10,2.74167146583874e-08
Synj2,224.400746848425,2.1188907048205,0.335556686345705,6.31455366869826,2.70942287173558e-10,2.98648321055499e-08
RGD1307603,6133.99471898291,-3.02842905852128,0.481100397568258,-6.2947964163584,3.07803562877712e-10,3.36564727793006e-08
Schip1,39.7248452774541,2.13380171638816,0.3391313387186,6.29196264919273,3.13476922171846e-10,3.40047823194031e-08
Tnfaip2,870.497275697038,2.12158245570378,0.33822566635993,6.2726832015346,3.54878505933003e-10,3.81927513314354e-08
Mapk10,29.8855664491399,-3.40140928604504,0.544890132678701,-6.24237636553187,4.30972404621493e-10,4.60197720809888e-08
Spp1,398.150398667065,5.86448536639254,0.939868308480751,6.23968838344191,4.38443443921495e-10,4.64546123373566e-08
RGD1563888,673.759324465981,-1.17743927139311,0.189201062327059,-6.22321702061986,4.87062910452264e-10,5.12090450773965e-08
Rgs5,259.677277478403,2.22473492106803,0.358007884711688,6.2142064911773,5.15846568654205e-10,5.38213045829441e-08
Kif12,86.2757608840696,2.86934278697331,0.462007528611607,6.21059746709337,5.27835251523743e-10,5.46549410441403e-08
Abca2,1649.80216306692,1.40022131338542,0.225813591254935,6.20078404317403,5.61825625199208e-10,5.77370875580659e-08
Gria3,252.370554386699,2.65423401736272,0.429080380367037,6.18586665531591,6.17621999797792e-10,6.29974439793748e-08
Fcna,715.991189830806,-2.26615491475603,0.366464024653169,-6.1838400560622,6.25607556417238e-10,6.33392894897097e-08
Tmc4,22.6233226940519,3.22788880574557,0.523375360368038,6.16744510761018,6.94021934199265e-10,6.97492043870262e-08
Plekhs1,39.8792055003265,3.11489679004157,0.50516875722267,6.16605192919438,7.00160993985552e-10,6.98525581444856e-08
Sgcb,89.9367487220581,2.2262956788054,0.361562083590719,6.15743679950002,7.39317317175396e-10,7.32245586315457e-08
Rdh7,13262.4212779021,-0.972990236122906,0.159185230117776,-6.11231478826911,9.81962426379195e-10,9.65572837679917e-08
Cyp2d2,27061.0532376593,-1.24720947015827,0.204304199052227,-6.10466880242359,1.03014067835108e-09,1.00571162797875e-07
Ahnak,4515.4978828801,1.69469600910903,0.277814828801348,6.10009198004626,1.06007446549561e-09,1.0275955882549e-07
Il2rg,74.3959909812506,1.6839997358867,0.276309724356824,6.09460901098074,1.09705253507181e-09,1.05595169361701e-07
Mybph,100.647546675846,2.04620411919715,0.335907561340048,6.09156909428938,1.11809308244832e-09,1.06867805950375e-07
Mup5,41.7741408560375,-9.29479694903009,1.53056934803517,-6.07277086854121,1.25721783365537e-09,1.19330926044456e-07
Map4k4,712.54030822827,1.13157193580583,0.186381690654506,6.07126124799144,1.2690953438466e-09,1.19627552825485e-07
Cxcl12,9609.82405533767,-2.23086976368699,0.367879264251586,-6.06413565664124,1.32665147824099e-09,1.24196386332862e-07
Nagk,275.821232682002,1.22298432207279,0.201984121417118,6.05485378500226,1.4054526425185e-09,1.3067841304723e-07
Fabp2,72.0491520381802,2.87045030045963,0.475059269283792,6.04229932148713,1.51933264343352e-09,1.40312422773306e-07
Inhbe,3623.77314164934,1.81478725628304,0.300622281893066,6.03676894758113,1.57230598723135e-09,1.44230055258243e-07
Mug1,247833.273507673,-1.71914280134674,0.28523447582147,-6.02712135829877,1.66905678824786e-09,1.52084454545145e-07
Ear11,72.9032819570725,7.35148933189064,1.22056194817787,6.02303663723533,1.71174675851221e-09,1.54710840230687e-07
Tes,158.947512541072,2.66505928691273,0.442538445512736,6.02220962706399,1.72051856270591e-09,1.54710840230687e-07
Rnase11,39.2959022037936,-5.95890407494326,0.996471668983427,-5.9800035067955,2.23132816606922e-09,1.99331982835517e-07
Src,241.731507268155,2.4046772650418,0.402474313584389,5.97473474425244,2.30464860031477e-09,2.04545045903262e-07
Crp,97745.5706987013,-1.62835375422527,0.272947282584574,-5.96581779018343,2.43411796930614e-09,2.13266182079976e-07
Nrep,276.553926124577,-3.71455032993559,0.622561229336368,-5.96656225106596,2.42304320945393e-09,2.13266182079976e-07
Gtse1,99.2006210886278,2.90330125592949,0.486819031772299,5.9638203653621,2.46407624726321e-09,2.14515886290405e-07
Glyatl1,3017.50235092581,-1.57695885829992,0.264488312970711,-5.9623007178943,2.48710884894883e-09,2.1515065662932e-07
Limk2,839.260477691434,1.08884385227848,0.183115673875873,5.94620782171035,2.74425695855542e-09,2.34967995172289e-07
Map10,211.474898085464,-1.74635225954913,0.293710371024498,-5.9458311038103,2.75057647260508e-09,2.34967995172289e-07
St8sia6,28.7190388830219,-3.42073823336761,0.575819565328057,-5.9406425890005,2.83906990765407e-09,2.41021164582707e-07
Cttnbp2,191.880565474557,1.00238801255616,0.168951133290906,5.93300555628835,2.9743878057239e-09,2.50950200794038e-07
Tril,72.4451511002453,3.57643112466981,0.603672049641946,5.92446035358286,3.13324588117455e-09,2.62731317201802e-07
Cdc42se1,1047.07918094068,0.957850814752048,0.161882525090952,5.91695004889434,3.27966241250819e-09,2.70160545442704e-07
Serpinb8,135.084190368414,1.5254042081853,0.257749576998926,5.91816376944687,3.25555722264281e-09,2.70160545442704e-07
Zfand2a,436.162266545161,2.21049534363924,0.373591639947798,5.91687582716818,3.28114212346275e-09,2.70160545442704e-07
Hal,5134.61848602392,-2.36690174419687,0.40024725683568,-5.91359891610347,3.34712361958074e-09,2.72312414478748e-07
Tmbim1,171.016222603198,2.12341006472758,0.3590542404425,5.91389775013013,3.34105338055518e-09,2.72312414478748e-07
Slc22a8,3443.42583800569,-4.20468939779669,0.71229686998785,-5.90300136777016,3.56947313829034e-09,2.88683780202085e-07
Cygb,318.862193036458,1.9393960698647,0.328602080290822,5.90195919681422,3.59210016964873e-09,2.88804853639758e-07
Itgb4,147.091412512402,1.81025396949061,0.307015304363129,5.89629879606748,3.71745556191248e-09,2.97135570878478e-07
Cdkn2b,53.6484886517909,2.76030078620183,0.469408460023517,5.88038141891082,4.09322160843902e-09,3.25268331070608e-07
Sri,592.623398676595,1.62343160353074,0.276265630172798,5.87634300551727,4.19428803884935e-09,3.3137299950863e-07
Tpm2,120.200160620932,2.23382485573661,0.380560224944276,5.86983270798648,4.36235093725846e-09,3.42670187416372e-07
Npdc1,150.711034861069,1.74665776332397,0.29783652228791,5.86448481840495,4.50529313681181e-09,3.51876266251107e-07
Cx3cl1,43.0523067136464,2.48699804223895,0.424338586591441,5.86088119446338,4.60417308932794e-09,3.57555896505308e-07
Rgn,9620.5482192422,-1.79823670954572,0.307039854560282,-5.85668825345494,4.72188286589017e-09,3.64625395542298e-07
Acta2,177.891300107894,2.79742468900667,0.478292350087441,5.84877572993849,4.95204226502672e-09,3.80250076844861e-07
Map4k2,383.740266096303,0.845202374534548,0.144791749474705,5.83736557919141,5.30326489505145e-09,4.04944271427728e-07
Slc1a5,63.3590589420157,2.49396885106337,0.42758067707775,5.83274451995376,5.45230182451105e-09,4.14011451874539e-07
Hsd17b10,5252.92028280348,-1.23842539040939,0.212409722801488,-5.83036112507327,5.53075516250055e-09,4.17036033528454e-07
RGD1565367,10.8799709884023,3.84357762462781,0.659311194888838,5.82968657960654,5.55315760185679e-09,4.17036033528454e-07
Ccbl2,3209.2450933551,-1.30243589609645,0.22361778471386,-5.8243842177537,5.73235619931251e-09,4.28141226951931e-07
Ivns1abp,2723.92327290969,-1.00177281194871,0.172083986620891,-5.82141796932947,5.83504427201668e-09,4.32288785338472e-07
Phldb1,188.844719092474,1.66765961484985,0.286492317067804,5.82095754580101,5.85114320219618e-09,4.32288785338472e-07
Hrc,27.7059233351716,-2.38439376755758,0.410381371209382,-5.81019006913213,6.24019552665288e-09,4.58553722894041e-07
Rab3ip,998.600917264612,-0.489143465325462,0.0842214735602969,-5.80782364221244,6.32901296324451e-09,4.6259331113169e-07
Atp2b4,79.6594880573788,1.61049464161112,0.278782728328782,5.77688098278379,7.60980739815792e-09,5.53249188925651e-07
LOC259244,168.265817033071,-7.7769652168869,1.34824941680613,-5.76819475680528,8.01251788809109e-09,5.79444944414968e-07
Tst,6253.93256051826,-1.2866994292236,0.223249856820018,-5.76349498069746,8.23897045508926e-09,5.92685516737685e-07
Cntnap1,71.3034762270192,3.27757666924307,0.569163438457209,5.75858610687883,8.48213960245139e-09,6.03822312949508e-07
Rhoq,641.060254106364,0.745444382909186,0.129438716667516,5.75905263974442,8.45873230854864e-09,6.03822312949508e-07
Hagh,4322.28535436031,-1.3554530933394,0.235819841465156,-5.74783311242147,9.03943921004652e-09,6.40160907372621e-07
Ociad1,1777.22457752033,-0.494356834966215,0.0862489465972269,-5.73174345276131,9.94035435836235e-09,7.00333831804621e-07
Krt20,26.2637192756353,2.41074310089446,0.420698103201536,5.73033983882639,1.00229624979717e-08,7.02532571396296e-07
Klf5,18.0430726163401,3.39020205193186,0.592682620183477,5.72009695658421,1.06463283550055e-08,7.424184487562e-07
Capn2,1498.58448731766,0.914313002449989,0.159873826856658,5.71896613990329,1.07174147313956e-08,7.43581850501092e-07
Gstm2,15441.109556761,-1.29315475391517,0.227161991919318,-5.69265458094091,1.25079268604151e-08,8.6342598145532e-07
Nudt4,6065.76951817798,-1.04955877003214,0.184813614242386,-5.67901220012735,1.3547481769347e-08,9.22795042986989e-07
Slc16a4,1299.97844239405,-1.70907142831305,0.300919068474234,-5.67950524697104,1.35084906510371e-08,9.22795042986989e-07
Zhx3,1611.84428952842,-0.935544686531207,0.16474565136509,-5.67872158554255,1.35705153380439e-08,9.22795042986989e-07
Slco3a1,96.2345139191721,3.39800468284502,0.598976345730406,5.67301982301391,1.40301987348747e-08,9.49330476773603e-07
Gsn,402.270844807384,2.58453571936955,0.455810675952164,5.6701956661515,1.42634526213908e-08,9.60358967631376e-07
Cd9,124.344959275616,2.23910418721469,0.394966807761128,5.66909457507853,1.43554113370515e-08,9.61233326752577e-07
Gpat2,44.0857032266259,2.40624063948372,0.424503861144164,5.6683598424716,1.44170933555954e-08,9.61233326752577e-07
Hsd3b5,21229.271139044,-5.02646141208534,0.887309874652156,-5.66483204535036,1.47168615384366e-08,9.76456618967729e-07
Fchsd1,65.8976873225324,1.59836838872695,0.28268460730504,5.65424627808679,1.5653163459505e-08,1.03130942416069e-06
Stk39,22.1032111130846,2.38902664040923,0.422552881001706,5.65379328321178,1.56944951876956e-08,1.03130942416069e-06
Cps1,129340.458932617,-1.98950378161067,0.352264955024743,-5.64774824526878,1.62562998567661e-08,1.059454048407e-06
Edn1,20.8300089412533,3.68739656458722,0.652923076467135,5.64752066129926,1.62778277850066e-08,1.059454048407e-06
Fblim1,34.5347591995108,3.52772827970839,0.625204482527075,5.64251917300612,1.67579867613521e-08,1.08553631779223e-06
Mmp28,16.2832211539117,2.87526467783385,0.509836929648411,5.63957710912911,1.7046830218135e-08,1.09903809161071e-06
Rpp21,1007.20747168609,-1.13239484900927,0.201088965541467,-5.63131271753325,1.78843111088279e-08,1.14761861143408e-06
Rap1gap,58.2363474490234,1.8617594210417,0.330712342800882,5.62954320142398,1.80687512755012e-08,1.14866833690023e-06
Tagln,324.24117959766,2.45261588916263,0.435650069560261,5.62978422484418,1.80435206986485e-08,1.14866833690023e-06
Ass1,41048.8911342529,-2.21455297283248,0.393851454536557,-5.62281273135917,1.87873032743899e-08,1.18881880164056e-06
Lad1,19.4358706707709,2.76136512708356,0.491754574950124,5.61533184996526,1.96185359002889e-08,1.23569653771958e-06
Lgals3,630.889145205794,2.18208811278261,0.388953940414788,5.61014527955569,2.02156834569478e-08,1.26746771325487e-06
Sema4a,262.78356093004,1.70395393990777,0.304206249677571,5.601311418532,2.12736144930604e-08,1.32770667986826e-06
Tat,27598.9681167432,-2.52456292294616,0.450775890171286,-5.60048347303331,2.13754787693952e-08,1.32800019918225e-06
S100a11,147.678453698138,2.56126604925556,0.457980470822833,5.59252241619352,2.23794249646173e-08,1.38408135935018e-06
Zfp37,102.563521532083,-1.98135683513177,0.354785217472154,-5.58466570069898,2.34150175711622e-08,1.44160567640831e-06
Ace,64.2076427137207,2.587760156313,0.463574581349306,5.58218733387177,2.37512343663716e-08,1.44280831697585e-06
Ddt,6614.40646692487,-0.945709547857289,0.169372118145421,-5.58362000908151,2.35563095680517e-08,1.44280831697585e-06
Zfand6,1648.75287721816,-0.799457554098382,0.143198888878626,-5.58284746731516,2.36612252020797e-08,1.44280831697585e-06
Tmem179,14.6430967445576,7.55373935897009,1.35441552137845,5.57712108266619,2.44531669076896e-08,1.47887559864735e-06
Cfhr1,16023.1107798551,-1.19984855252777,0.215394086018741,-5.57048048395989,2.54037772739496e-08,1.52959836026583e-06
Cndp1,124.592298507381,-2.01682788991217,0.362121697663927,-5.56947540819253,2.55507447803216e-08,1.53169991077823e-06
C1qa,1996.65780368784,-1.66170566154941,0.298451010350523,-5.56776691624456,2.58024650398356e-08,1.53783343995766e-06
Cyp2c13,36945.4936956842,-4.58381966111119,0.823353370923291,-5.56725680975957,2.5878086859106e-08,1.53783343995766e-06
