,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
C5ar2,187.622986176363,-0.751655028942317,0.333883030596977,-2.25125256470319,0.0243695453335673,0.0896649330869615
P3h1,562.246776414773,-0.297365579433172,0.132090457394695,-2.25122681303635,0.0243711754768848,0.0896649330869615
Pde3a,162.60845026352,0.72518601358425,0.322166187683832,2.25096872765535,0.0243875181314949,0.0897009143760153
RT1-Ba,142.77580756069,-2.06934160916229,0.91953826189825,-2.25041381626736,0.0244226887677934,0.0898061097869787
Csnk1g1,276.532819320212,0.324071478914735,0.144013919974322,2.25027885479763,0.0244312493539478,0.0898134255432378
Gsta2,96.5824473729196,-1.34990259018762,0.600297886389823,-2.24872121124048,0.0245302388037189,0.090128845153019
Lgals12,1.22803729640729,4.51134740338004,2.00615006307201,2.24875869777749,0.0245278524303097,0.090128845153019
Agl,2848.62472871198,-0.53102072489519,0.236165265263715,-2.24851323628063,0.0245434820357557,0.0901532686011042
Nsdhl,5645.90472817522,-0.493674079767207,0.219616864297586,-2.24788784479806,0.0245833424498701,0.0902754230534186
Map1lc3b,3891.86829641007,-0.456113798663184,0.202966097348407,-2.24724131084922,0.0246246093678174,0.0904026754873295
Epb41l4b,1121.1169769956,-0.3765070705409,0.16756261532054,-2.24696344002902,0.0246423637158882,0.090443562639302
Ctnna2,8.45055359684792,2.20413665465315,0.981147146874825,2.24648938915414,0.0246726784400724,0.090530515146016
RGD1564482,9.23743188864525,1.47926739646387,0.658639929693989,2.24594247899782,0.0247076925187104,0.0906346595130793
Kcnd1,5.88490373458271,1.79851137948446,0.80100281171144,2.24532467700297,0.0247472969747339,0.090705012719426
Kif21b,114.70157855502,0.648027622930033,0.288609746072425,2.24534213327437,0.02474617717868,0.090705012719426
Sap18,723.585246862041,-0.325299042796097,0.144874202507546,-2.24538970476233,0.0247431257552445,0.090705012719426
Snx4,810.250217566462,0.286729434653021,0.127706081354034,2.24522929223812,0.0247534165527845,0.090705012719426
Pnpo,1272.53061510892,-0.418490793842188,0.186443118134454,-2.24460306193975,0.024793626024573,0.090828003351344
Med15,938.263223802296,0.239512622632979,0.106720894470433,2.24428987239547,0.024813756749915,0.0908773920840938
Tmem41b,1011.74876959737,-0.397319522257993,0.17705992554119,-2.2439833352667,0.0248334735880984,0.0909252389504767
Glmn,152.506625559699,0.422277109488341,0.18820159786944,2.24374880058821,0.0248485683026194,0.0909561412855389
Chst11,14.4567307598707,1.12728306294267,0.502459033804356,2.24353228243799,0.0248625105218883,0.0909584565881075
Wfdc6a,12.3401336728922,-1.73533824818742,0.773471879465418,-2.24356992704996,0.0248600859918585,0.0909584565881075
Pim2,108.618045688286,-0.440594668060438,0.196412792281428,-2.24320759835814,0.0248834305496848,0.0910106311889463
Tmem55a,300.637028673693,1.23257120900385,0.549668282106279,2.2423910004062,0.0249361129416562,0.0911789169840977
H2afv,511.730342655425,-0.369234766403405,0.164692990885062,-2.2419579875205,0.024964087708922,0.0912451877879433
Ppap2c,351.60068921073,1.06375910954055,0.474489180593849,2.24190382636164,0.0249675886981934,0.0912451877879433
Zc3h13,1019.11603751828,0.342968668789623,0.153007691797522,2.24151259822597,0.0249928904004288,0.0913132387043732
Cpn1,3496.96885948527,-0.370214830126042,0.165282401278705,-2.23989261568007,0.0250978951575078,0.0916723760055631
Sh3kbp1,113.25002125584,0.620044737953204,0.276844139954088,2.23968886629145,0.0251111288775913,0.0916962087894518
Cdyl2,60.1225894914434,0.704295238347282,0.31460002890268,2.2387004883752,0.0251754107416942,0.091881846199593
Gpr153,38.1778468198697,1.2394506677638,0.553635436253949,2.23874879857812,0.0251722654475541,0.091881846199593
Irf6,1608.23250291955,-0.370059582734966,0.165347527821031,-2.23807145841039,0.0252163955604918,0.0920068591886819
Gng8,6.90453886354734,1.52741183132482,0.682573877060094,2.23772383130676,0.0252390701773119,0.0920650149942617
Usp12,348.036630777874,-0.304530782147144,0.136152993634865,-2.23668076637253,0.0253072119533323,0.0922889468991853
Vps54,1563.50498724861,-0.260576349869148,0.116513056256863,-2.23645622422507,0.0253219017444024,0.0923178855808194
Penk,5.40283308820361,2.83504151618458,1.26772212123969,2.2363272429231,0.0253303431776059,0.092324034813738
Kctd17,59.4223277861237,0.611572412102392,0.27351464006907,2.23597688207093,0.0253532855213307,0.092383019596254
Il1rapl1,1.96987454880694,3.47260489712574,1.55322487885145,2.23573865214778,0.0253688955715309,0.0924152624391483
Prep,1048.54226137506,0.33266867317169,0.14885924734547,2.23478674723941,0.0254313523188051,0.0926022099174222
Snrpc,616.783279252388,-0.257578314620995,0.11526045967246,-2.23475002054448,0.0254337647080775,0.0926022099174222
Crim1,759.53301750362,0.383369618766609,0.171590582168584,2.23421130648043,0.0254691728472755,0.0927004360549674
Prkd2,202.322434751458,0.324658719819483,0.145317528311085,2.23413323631872,0.0254743077130859,0.0927004360549674
Arf6,1345.70455443516,0.303724933459497,0.13601598548766,2.23300910088286,0.0255483442188359,0.0929427743671639
Hsd11b1,12118.1537133147,-0.67021157706911,0.300150861939617,-2.23291571691018,0.025554502931797,0.0929427743671639
Ubc,63125.4051969259,-0.404571792397705,0.18120917118873,-2.23262315998534,0.0255738055016786,0.0929882345296471
Ccr9,13.8172262119128,-1.49240968712133,0.668498779682094,-2.23247929911113,0.0255833019022134,0.0929980240424076
Mtfr1l,1628.5789669398,-0.240496842132204,0.107771979541802,-2.23153405138041,0.025645774557055,0.0932003314665854
Cldn11,1.58138819549439,3.71435027473068,1.66534089642729,2.23038435115549,0.0257219375662304,0.0934423274351861
Sipa1l2,377.571284664116,-0.355335619115212,0.15932028282775,-2.23032254781636,0.0257260373235737,0.0934423274351861
Pla2g16,777.001673453516,0.802368880981715,0.359818751773544,2.22992514155209,0.0257524129827865,0.0935132785995552
Ubxn1,1619.37502437034,-0.229664193507536,0.103006469307508,-2.22960941241384,0.0257733844392615,0.0935645733109764
Mmp14,2025.26872624339,0.586666047266296,0.263197836958761,2.22899266211757,0.0258143930223604,0.0936885618241164
Rpl14,4272.34538501636,-0.319793690405299,0.143499976266791,-2.22852782784261,0.0258453377771906,0.0937759694023469
Pwp1,350.207042992834,0.405168759719482,0.181868743642303,2.22780864707772,0.0258932779878509,0.0939249797075229
Bcas1,1.58674577758325,5.23612801130378,2.35073863196521,2.22743946949406,0.0259179170230528,0.0939644800719061
Prf1,88.8049964386574,-0.808681168265816,0.363046032655097,-2.22748934164523,0.0259145873551736,0.0939644800719061
Atg4d,686.09217371468,-0.243820988972242,0.109542340584277,-2.22581503801863,0.0260265731168051,0.0943333867304407
Bcl7c,245.673832453749,0.381645955079331,0.17147207488923,2.22570325416469,0.0260340646531229,0.0943355237748896
Msr1,1069.68753758534,-0.408096772447424,0.183372149708577,-2.22551119728917,0.0260469402840144,0.094357164007927
Pus1,257.314356119002,0.439059606439646,0.19738966490447,2.22432925580038,0.0261262997365866,0.0945574754741557
Uri1,638.066593554709,0.215074757100332,0.0966823586630897,2.22455016690072,0.0261114511749606,0.0945574754741557
Vps13b,2188.71185976144,-0.207816771046015,0.0934301218924252,-2.2243016153323,0.0261281581070384,0.0945574754741557
Wdr37,524.231261509375,-0.231337175854849,0.104005626448681,-2.22427558733081,0.0261299081698775,0.0945574754741557
Tmem126a,629.874541201788,-0.282174887803687,0.126880282051544,-2.22394593739204,0.0261520818415287,0.0946126666516714
Pln,132.623716546057,-0.818476756258334,0.368052762346768,-2.22380278044807,0.0261617162567547,0.0946224762628535
Usp8,2181.00909607898,-0.305291279580363,0.137295314880836,-2.22361032381431,0.02617467335918,0.0946442950987493
Lat,39.5582092398499,0.93281397104673,0.419621316038324,2.22298995640521,0.0262164772263772,0.0947703810447299
Rnf26,493.216896073345,-0.297869507695031,0.134013790598225,-2.22267802712966,0.026237518578854,0.094821365398143
Prr5,105.05451188469,-0.610971191831885,0.274907925280225,-2.22245754177184,0.0262524003368206,0.094850068147942
Zfp496,661.782345237228,-0.47443821574828,0.213513985336159,-2.22204749258611,0.0262800961891777,0.0949250408862794
Asgr2,4653.72665351152,-0.370479114288259,0.166739016377077,-2.22191015839045,0.0262893777622054,0.094931023522947
Hecw2,213.909734252444,-0.457577970463544,0.205947597526485,-2.22181747181925,0.0262956434780419,0.094931023522947
Mir194-2,18.7251883588066,1.33012726505215,0.598840503707514,2.22117117465691,0.0263393697715554,0.0950637723891258
Hist1h2ba,15.3341434100193,1.67959144670828,0.756291986651525,2.2208240684192,0.0263628797358376,0.0950983940006128
Qpctl,307.568972285175,-0.33450433960669,0.150628681458568,-2.22072142149566,0.0263698356205972,0.0950983940006128
Wnk1,6523.24482764996,-0.171210108825689,0.077092762112787,-2.22083246382077,0.0263623108902873,0.0950983940006128
Cep131,241.3525665398,-0.296830772773809,0.133676156771918,-2.22052144482483,0.0263833916251976,0.0951221832585599
Fyn,152.171771677255,0.488654349553918,0.220116900656006,2.21997651292381,0.0264203619946602,0.0952303554174618
Nrm,25.9004905775225,0.913924955216346,0.411709323361902,2.21983060221589,0.0264302687570481,0.0952409473691889
Clta,2106.58622618262,-0.181066645415594,0.0815880835082784,-2.21927808118231,0.0264678118516257,0.095351094461787
RT1-CE14,77.1405586127631,1.21888668924259,0.549605785124323,2.21774719668729,0.0265720742532923,0.0957014784964426
Clic3,11.1445080672292,1.38968696114599,0.626680018246562,2.21753833006245,0.0265863267889407,0.0957275854982197
Camp,4.10436932445678,2.83169655738816,1.27729440745738,2.21694899848893,0.0266265769070821,0.0958472618293384
Cfl2,1238.78747419512,-0.228967243789369,0.103297788356444,-2.21657450205307,0.0266521815737695,0.0959141700237708
Atg7,313.98863047278,0.293371407451462,0.13237070966629,2.21628642915838,0.0266718918514848,0.0959598362269265
Mark2,529.059088102676,0.26604039899307,0.120105781621483,2.21505072779514,0.0267565828452121,0.0961632853874203
Mrps15,743.973135922024,-0.294461435135812,0.132930012545421,-2.21516141838321,0.0267489870107042,0.0961632853874203
Ranbp1,594.138114235541,0.421641998580312,0.190344268085694,2.21515469218378,0.0267494485243325,0.0961632853874203
Ttc14,945.811790102661,0.231547254737417,0.104529735057528,2.21513289601264,0.0267509441011327,0.0961632853874203
Sntb1,531.465280990694,1.06990844501737,0.483082573582913,2.21475272246338,0.0267770418928918,0.0962115164542704
Ncr1,16.4683898277604,-1.40343390228983,0.633741151501676,-2.21452228400244,0.026792871512862,0.0962430927300388
Kidins220,2387.45481077072,-0.177301061307032,0.0800937524213704,-2.21366905591159,0.0268515530916542,0.096428541160465
Arhgap17,621.564224559919,0.309604253168231,0.139909877142924,2.21288346105799,0.0269056812239153,0.0965510215502715
Fcho1,22.7624437334028,0.910794267966865,0.411590246999509,2.21286649673201,0.0269068511183044,0.0965510215502715
Gpr84,1.13852703942482,3.72535343100487,1.68348554690785,2.21288114878528,0.0269058406803547,0.0965510215502715
Slc8a3,38.5064746304927,-1.41952869263102,0.641582566882635,-2.21254249399001,0.0269292034367932,0.0966058668173465
Zfpl1,248.275170754383,0.318050440850962,0.143764731102045,2.21229809573537,0.0269460746019735,0.0966410253633624
Sert1,31.469492516491,0.936981870958117,0.423591134831015,2.2119959411613,0.0269669453834978,0.0966905061651752
Smurf2,1606.21983097799,-0.251130669497208,0.113543281338012,-2.21176159908226,0.0269831417468649,0.0967232051917519
Frk,1130.98436796642,-0.320742267273659,0.145030036147915,-2.21155752141258,0.0269972532501982,0.0967484156852935
Tomm40,499.237544757468,0.25559855764477,0.115641595073365,2.21026489199335,0.0270867836713248,0.097043816309218
Chrna2,36.9185779073532,2.30350026522438,1.04255247464831,2.20948136543577,0.0271411771397802,0.0971652976121031
Pdcd11,1230.41367879102,0.3366625263914,0.152379633010603,2.20936695895556,0.02714912727397,0.0971652976121031
RGD1309808,152.09097413686,-1.30814622662604,0.592065404021519,-2.20946236301032,0.0271424974837878,0.0971652976121031
Sytl1,8.75568973108574,1.56779262347067,0.709538299293356,2.20959548629308,0.0271332488554499,0.0971652976121031
Acap2,1113.30361007874,0.348715444239241,0.157929668025859,2.20804265973727,0.0272412995295812,0.0974639414819724
Cd79b,18.2755860604742,1.32553141904572,0.600341244589431,2.20796327254218,0.0272468335091174,0.0974639414819724
Adra1b,1205.47758492956,-0.563179865824187,0.255122184388772,-2.20749076437028,0.0272797915225507,0.097531998355939
Ahsa1,1673.36417047995,-0.363228102935884,0.164543792921172,-2.20748590078932,0.0272801309419633,0.097531998355939
Arl3,247.10466195077,-0.454108349145581,0.20575993723043,-2.2069813747903,0.027315360586243,0.0975982662401218
Rhpn2,267.537570196422,-0.375759832542771,0.170264225372641,-2.20692181061747,0.0273195223761504,0.0975982662401218
Zeb1,589.988177644283,0.248872421732972,0.112769439236148,2.20691371189506,0.0273200882817315,0.0975982662401218
Tspan3,198.095089259614,0.530440085091088,0.240412128981652,2.20637821950976,0.0273575287498466,0.0977064810433506
Nlrp3,188.067695416351,-0.742045558176671,0.336365036758629,-2.20607220455303,0.02737894452481,0.0977157912507216
Prrc1,659.544435543391,0.38794786528384,0.175847049726408,2.20616647187103,0.0273723458955713,0.0977157912507216
Tssk6,17.6968373238031,1.03276459602919,0.468154323978666,2.20603451283353,0.0273815832960392,0.0977157912507216
Trmt1l,402.691932208637,-0.349823229720373,0.15861663175451,-2.20546373889587,0.0274215696130928,0.097832945307166
Aldh1a2,22.3220056492967,1.09420812743202,0.496277676078564,2.20483044105091,0.0274659950721968,0.0979658717763009
Chst14,44.8303260133316,0.648997060160121,0.294533813337502,2.2034721677828,0.0275614865469396,0.098280823929969
Celsr2,51.3876056708872,-0.872783097563824,0.396211157437095,-2.20282311888804,0.0276072180313888,0.098418220149458
Mmp23,42.7015953316414,1.16110988067519,0.527134584515943,2.20268203753205,0.0276171671693167,0.0984280158722868
Cask,611.471702804395,-0.313011036463414,0.142148768858182,-2.20199611278869,0.0276655830532343,0.098574866833057
Gpr27,1.5190932587711,4.10266662939561,1.86371459175269,2.20133847078878,0.0277120713219463,0.0987147747793491
Rhobtb1,2079.00776761334,-0.595652130212347,0.270605877555052,-2.20117957375545,0.0277233137451997,0.09872909126352
Igsf11,1229.84227115806,0.649132752442006,0.294953379287509,2.20079781425137,0.0277503404081388,0.0987738678902189
Trak1,1672.46847549644,-0.523341819436962,0.237795157333227,-2.20080940800486,0.0277495192940034,0.0987738678902189
Slc6a17,1.74175878659408,4.6000110492739,2.09038211069637,2.2005599003818,0.0277671950087948,0.0988081284509783
Ptdss1,559.913840494378,-0.260537440786163,0.118409819874965,-2.20030265278064,0.0277854292061437,0.0988215577386344
Unc5c,57.6688182349288,1.14486405299265,0.520315887182825,2.20032499716921,0.0277838449841955,0.0988215577386344
Nrg4,195.554043314619,-2.19291779733716,0.996768661909992,-2.20002682782495,0.0278049916708333,0.0988654074289671
Aif1l,11.6192864510622,1.30075636370922,0.591348893328484,2.19964284770661,0.0278322446485817,0.0988851364327565
Fam132a,10.1088652150408,-1.42533793271713,0.647962325576241,-2.19972346609745,0.0278265208512706,0.0988851364327565
LOC100151767,466.315565099807,0.279041497882447,0.126856614128973,2.19966061524195,0.0278309830902699,0.0988851364327565
LOC498154,169.089450152046,-0.844881338952231,0.384145440406925,-2.19937880313573,0.02785099856565,0.0989260520777819
Acot5,219.826813306183,1.33329534038472,0.60624837710802,2.19925593326108,0.027859729182905,0.0989313532013369
Vps37d,4.16979317831659,2.34342380267561,1.06588783765269,2.19856510215589,0.0279088606822792,0.0990800799494525
Ccdc68,36.3815475656938,2.24295369356544,1.02054501014853,2.19779987287282,0.0279633705160744,0.0992478182845248
Hspb2,12.8154149078486,1.58701892233192,0.722156768671489,2.19760998051914,0.0279769113862531,0.099270099903247
Zbtb43,1169.01556298603,-0.318957890424985,0.145149328568235,-2.19744654399171,0.0279885702662773,0.0992856938488133
Pxn,1174.23850027538,-0.21106761813836,0.0961048072604257,-2.19622331239276,0.0280759635576814,0.0995182238556634
Scmh1,226.737924647323,0.323033099978493,0.14707328129101,2.1964091447672,0.0280626717056331,0.0995182238556634
Slc35a2,281.991816168452,-0.376560725826843,0.171461813543221,-2.19617836791351,0.0280791790726319,0.0995182238556634
Timm17a,472.879838314196,0.243864499795068,0.111043261779476,2.19612154656772,0.028083244762313,0.0995182238556634
Lpp,875.443734188929,0.259688354260874,0.118274491827581,2.19564125998905,0.0281176305757801,0.0995912327464354
Mmp2,345.839494820501,1.12383264013267,0.511855547527502,2.19560507952154,0.028120222362516,0.0995912327464354
Wrb,179.210581797061,0.360554565859434,0.164222218425122,2.19552853028733,0.0281257066433451,0.0995912327464354
Frem1,112.965581089119,1.05563640614397,0.480862076758816,2.19529976923806,0.0281421014565529,0.0996114370926986
Tmem143,230.76636240557,-0.380542453949499,0.173348468447583,-2.19524554994594,0.0281459884439568,0.0996114370926986
Ankrd23,28.811242655576,0.89492989709027,0.407696585111402,2.19508803794796,0.0281572831221416,0.0996256136974972
Hacd4,40.3450056668482,1.11682975550096,0.50883102991199,2.19489317641288,0.0281712614203703,0.0996492756453472
Adam15,405.833536777543,0.658606763948232,0.300103294693107,2.19460024463157,0.0281922859924547,0.0996978434527479
Fam96a,923.515767451161,-0.330731436104898,0.15074660743456,-2.19395608122371,0.0282385670530035,0.0998356788619896
Mpeg1,13593.4592030646,-0.615253212466378,0.280467945382511,-2.19366677224834,0.0282593742639877,0.0998834050789199
Ankrd9,121.760648931143,0.421795458175042,0.192288781164704,2.19355209191198,0.0282676257726621,0.099886739674443
Pnlip,400.437975222728,9.05111709618745,4.12767230413977,2.19278964735398,0.028322538178962,0.100054911302676
Rhbdl1,23.777568156576,0.999434977151702,0.455942311529943,2.19202068305097,0.0283780132131648,0.100224983100139
Sumf1,754.16048346113,-0.257839727084489,0.117662836232936,-2.19134380352728,0.028426922460865,0.100371784085534
Smarca2,2387.60622707282,-0.618634253989981,0.282422187882041,-2.19045910885856,0.0284909572652648,0.100571901834101
Pycr2,75.2643423099239,0.560648326585194,0.256097141581385,2.18920181273099,0.0285821749634649,0.10086784595937
Ppp4r3b,2293.70243455064,-0.205576338700092,0.0939171118116802,-2.18891248606864,0.0286032013768628,0.100915992880475
Bcas3,703.976679246445,-0.271074446496357,0.123872317367464,-2.18833757418311,0.0286450218381738,0.101036201804692
Zfp382,19.8659866367405,0.997431965953353,0.455814509667828,2.18824092870634,0.0286520572281961,0.101036201804692
Bbs1,134.764745351469,0.41403339815718,0.189222229120924,2.18808012187928,0.0286637665963913,0.101051421676419
Dnajb2,1054.19034192721,-0.26768262824064,0.122354175355044,-2.18776864348017,0.0286864590425683,0.101096310203321
Eral1,383.750021996342,-0.222485944094813,0.101698453919532,-2.18770232506044,0.0286912926016011,0.101096310203321
Rapsn,3.22786873310368,2.27867873967295,1.04170361629775,2.18745399749254,0.028709397965895,0.101134033865426
Rbm34,308.482553844761,0.317378104553196,0.145100965251439,2.1872914766847,0.0287212525536837,0.101149724273061
Retsat,10444.2461352062,1.88211976085674,0.860751270268959,2.18660120044741,0.0287716496439171,0.101301109565445
Zfp524,168.593619598805,-0.424426725245937,0.194150381457144,-2.18607206465687,0.0288103334029165,0.10141118644117
Ddx6,3650.20552090803,-0.199032663159779,0.0910920210299234,-2.18496264447132,0.0288915856591574,0.101663563577441
Slamf6,28.7398873222339,1.13099829900346,0.517645404325169,2.18489006094412,0.0288969084356421,0.101663563577441
Acot6,2.09739922357276,3.58308452614086,1.64031435456673,2.18438893506318,0.0289336805997042,0.101688235134162
Tmem170b,178.537499027489,-0.465783287788433,0.213203675398116,-2.18468695213005,0.0289118075252367,0.101688235134162
Tnks,1168.46839612739,0.18370182407081,0.0840949287690307,2.18445781166368,0.0289286241104661,0.101688235134162
Traf2,362.903700334769,0.281904474434445,0.12905169728683,2.18443058372092,0.0289306229248058,0.101688235134162
Rock2,2096.28066025854,0.197254974683671,0.0903168482432068,2.1840329741412,0.0289598251528278,0.101753956346748
Ercc8,218.695627387093,0.295894602130948,0.135535278701832,2.1831555958349,0.0290243535266275,0.101954475456681
Numbl,15.7871918470658,1.4205577005585,0.650785045069861,2.18283703862004,0.0290478129977728,0.102010664967513
Hapln2,16.8201586497845,-1.40023883664819,0.641734831569465,-2.18195860309419,0.0291125880904925,0.102211881330812
Mterfd3,55.6995734877979,0.841551582960586,0.385728509164768,2.1817199480091,0.0291302077746487,0.102247478136594
Ctgf,306.491864110671,1.02776946415437,0.471110401000652,2.18158941507416,0.0291398487824341,0.10225505857723
Trip11,2511.31699509903,0.318930849388993,0.146207448828894,2.18135841876454,0.0291569166254098,0.102288690050334
Nln,1864.93597532198,0.482877659536547,0.221419795514006,2.18082425022383,0.0291964181945338,0.102360581710176
Upb1,6123.15251996976,-0.679972199378502,0.311776419439796,-2.18096096106397,0.0291863040953324,0.102360581710176
Zfp143,248.148108307419,0.412442251902305,0.189126239836117,2.18077751802023,0.0291998762136359,0.102360581710176
Lonp1,2817.10411511581,-0.261183320213093,0.119788724474741,-2.18036648573019,0.029230306346256,0.10244098131811
Papss2,3129.05597536688,-0.441013376577296,0.202280215596036,-2.18021013710022,0.0292418885343861,0.102455301842602
Gmds,20.5070922710603,0.850014922804608,0.389938586319477,2.17986870914126,0.0292671949874346,0.102517688643838
Atp7b,2210.81464320639,-0.390756045484868,0.179287890150583,-2.17948934061678,0.029295335673642,0.102583807230821
Lancl2,161.703446539764,0.355082028316761,0.162925615612194,2.17941191741113,0.0293010816088034,0.102583807230821
Ccdc39,364.518365075054,0.396332063849057,0.181883502342108,2.17904350172226,0.0293284367326108,0.102653283805717
Pcdhb4,3.00626394425412,2.41800838739499,1.10979346951508,2.17879132813021,0.0293471734634714,0.102692567050366
Thsd7a,43.1702132246474,0.638164561961291,0.293059944580603,2.17759053655239,0.0294365347248129,0.102978898545877
Ccl25,2.58010398439726,-3.90835083066857,1.79527554283101,-2.17702003810813,0.0294790723925587,0.103101320742449
Rab11fip4,476.50011655771,0.517202491960464,0.237621855194239,2.17657795634029,0.0295120713708699,0.103190327832451
Mapk1,1798.96417395707,-0.172885800708199,0.0794540050390832,-2.17592304658723,0.0295610151872668,0.103331598996989
RGD1306058,77.0926565398143,0.657970900198334,0.302399251934196,2.17583507892246,0.0295675946500749,0.103331598996989
Fxyd6,132.938004035565,0.789266737569972,0.362901204975196,2.17488045437578,0.0296390759732291,0.103528466752388
Gabarap,3638.87214724615,-0.250868541015348,0.115344466935814,-2.17495080327476,0.0296338032509815,0.103528466752388
Adgrg7,9.46518885384657,1.67327673458358,0.769510106255076,2.17447012194136,0.0296698468910057,0.103583005697641
Rangap1,1163.12307642709,0.592304083292318,0.272388222685574,2.17448492248518,0.0296687365176388,0.103583005697641
Ppic,47.0966515719338,1.31733158758721,0.605911087927716,2.17413348894576,0.0296951115817315,0.103644735725002
Calb1,16.8135874423377,-1.67327054778789,0.769767256870772,-2.17373567510523,0.0297249918114107,0.103722539718755
Lbr,196.856086541435,0.354581290337262,0.163164621668045,2.17315056850161,0.0297689867791432,0.103799958821469
Lekr1,10.8412714562096,1.15047928859187,0.52942935364657,2.17305534849489,0.0297761517965375,0.103799958821469
Reep1,58.7944552509187,0.634855520279212,0.292114294786536,2.17331206178437,0.0297568382873991,0.103799958821469
Tmod2,2.60574819099752,3.52758578747031,1.62334387145326,2.17303668649841,0.0297775562290738,0.103799958821469
Nfe2l2,3216.42315719756,0.453397583129537,0.208730496717977,2.17216741328479,0.0298430376470109,0.104001692646442
Ndufs7,1325.97378817532,-0.317092669894188,0.146002808186531,-2.17182582878183,0.0298688027015707,0.10406494910147
Ly9,14.3143123034968,0.893180754831759,0.411338910601055,2.17139864917381,0.0299010509384014,0.104150755409294
Spata1,46.8941287161498,0.745218182692688,0.343250677015588,2.17106107166933,0.0299265561864917,0.104213036931712
Ppfibp2,1329.06550919597,-0.432053686921359,0.199018749728495,-2.17091951140671,0.0299372571602007,0.104223747036582
Fgf7,18.48188853986,0.995346500796674,0.458554773018724,2.17061637859351,0.0299601829613231,0.104254574372502
Shroom4,91.7160711535254,0.508316098359578,0.234182220915466,2.17060072439516,0.0299613672911316,0.104254574372502
Top1,1690.86004865451,-0.169904913323641,0.0782863602529471,-2.17030032785622,0.0299841018075445,0.104307127387508
Rps6ka4,459.072831220606,0.261948978104161,0.120711725249516,2.17003756315058,0.0300040004399968,0.104349790843225
Phf8,627.755311663902,-0.255898224184018,0.118015504080151,-2.16834411866955,0.030132514013113,0.10475812652049
Taf1c,135.891370529922,0.435779457619256,0.200978535995292,2.16828854614337,0.030136739353129,0.10475812652049
Acadl,11211.7054637339,0.465347392761302,0.214642616555006,2.16801024992187,0.0301579066807853,0.104805051744972
Amz2,581.536004166457,0.200729371442279,0.0926022841593371,2.16765032595623,0.0301853015952102,0.10487358978224
Cyp2c6v1,63923.3329473386,-0.426768150963244,0.196915780251462,-2.16726232107076,0.0302148577836427,0.104896285544025
Ephx2,2438.63167008092,-1.62555388071616,0.750021701816081,-2.16734246059825,0.0302087511355386,0.104896285544025
LOC681325,53.1063512781773,0.914106287954413,0.421756043274706,2.16738160017074,0.0302057690777316,0.104896285544025
Amotl2,1366.67415711144,0.460268909911761,0.212402587171602,2.16696470622509,0.0302375453799471,0.104927824874611
Ube4a,4311.40511131746,-0.251737897395248,0.116171972750362,-2.16694174537431,0.0302392963258041,0.104927824874611
Prkcsh,2850.06667405381,-0.176590726538333,0.0815080441297086,-2.16654354087204,0.0302696764179156,0.104979938411589
Tti1,753.555464235228,-0.314557322979878,0.145187445871319,-2.16656007061846,0.0302684147976053,0.104979938411589
Utp23,130.588545479436,-0.426281428475786,0.196788625314074,-2.1661893709326,0.0302967190262576,0.105047071448729
Smad3,638.194978094058,0.308130721474527,0.142254825641059,2.16604758457903,0.0303075509252682,0.105057977693778
Tmem86a,220.780181924072,0.725633484328084,0.335054669070892,2.16571667644647,0.0303328439019147,0.105118993522153
Usp2,607.85832284759,-1.0881569977473,0.502482882009046,-2.16556033390945,0.030344800256886,0.105133771840587
Ino80,1086.79605034244,0.254957325978745,0.117756151082956,2.16512958035741,0.0303777632465164,0.105196500972073
Wdr82,268.285737980885,-0.29274259386374,0.135208323095295,-2.16512258389163,0.0303782988979201,0.105196500972073
Itga5,1430.2024337762,0.371835756774947,0.171762594976255,2.16482381875024,0.0304011800144405,0.105249070019598
Cep295nl,17.1065161592381,1.48278536121582,0.685109188911849,2.16430517239291,0.0304409360321839,0.10533334523744
Scrn1,15.3398185738907,1.92922100684152,0.891369756274051,2.16433303156449,0.0304387993969038,0.10533334523744
Ctr9,2376.94342678099,-0.362211256005891,0.167370014092701,-2.16413470459095,0.030454012720339,0.105351922516222
Ak1,28.7092880789924,1.52026327600349,0.702538626295788,2.16395685461346,0.0304676608426961,0.105362350712365
Bex1,2.36323094629925,2.57691851391442,1.19087066115062,2.16389453362182,0.0304724445687722,0.105362350712365
Ring1,474.70490281221,-0.243872552666433,0.112734938726499,-2.16323843718123,0.0305228453429801,0.105456584971651
Scin,14.1574256755789,-1.31824710629934,0.609370292301541,-2.16329401507321,0.0305185731222847,0.105456584971651
Tfdp2,277.525681353248,-0.56662641092058,0.261919824346818,-2.16335824267463,0.0305136366462423,0.105456584971651
Hspa13,885.621975836752,-0.275660298025899,0.127449038582319,-2.16290606105947,0.0305484055086572,0.105464917022563
Nod1,507.037582104458,0.225160020509258,0.104091602855122,2.16309495034526,0.0305338774172604,0.105464917022563
Ppp4r1,768.267725233894,0.294286137229423,0.136057207969607,2.16295881431847,0.0305443474859575,0.105464917022563
B3galnt2,563.518463079473,-0.232212155806216,0.10738267771721,-2.16247313572996,0.0305817256077255,0.105533752946905
Ube2g1,1489.55093899626,-0.202758449737568,0.09376345813582,-2.1624463705665,0.0305837866127223,0.105533752946905
Slc35a1,625.357777349887,-0.226076802017761,0.10456885166968,-2.16198990816031,0.030618954078325,0.10562843622982
